team,home_status,goals,shots,blocked_shots,penalty_minutes,power_play_percentage,power_play_goals,power_play_chances,faceoff_percent,takeaways,giveaways,hits,goal_diff,won
Columbus Blue Jackets,home,3,26,6,10,0.0,0.0,1.0,45.8,7,8,12,-1,no
Tampa Bay Lightning,away,3,34,9,8,0.0,0.0,4.0,47.4,4,7,12,3,yes
Nashville Predators,home,0,36,7,16,0.0,0.0,3.0,52.6,7,11,25,-3,no
Winnipeg Jets,away,5,25,13,13,40.0,2.0,5.0,58.7,6,4,19,5,yes
Montréal Canadiens,home,0,19,13,27,0.0,0.0,3.0,41.3,4,17,35,-5,no
Ottawa Senators,away,5,32,13,2,50.0,1.0,2.0,50.0,6,16,24,-1,no
Toronto Maple Leafs,home,6,38,9,4,0.0,0.0,1.0,50.0,14,20,16,1,yes
Vancouver Canucks,away,1,25,12,8,0.0,0.0,1.0,61.4,5,8,11,-3,no
Calgary Flames,home,4,28,8,2,25.0,1.0,4.0,38.6,6,14,7,3,yes
Florida Panthers,away,1,21,7,6,25.0,1.0,4.0,45.8,3,10,26,-3,no
Dallas Stars,home,4,20,28,8,33.3,1.0,3.0,54.2,9,6,34,3,yes
Los Angeles Kings,away,4,26,21,10,20.0,1.0,5.0,51.7,7,7,26,2,yes
San Jose Sharks,home,2,28,11,10,20.0,1.0,5.0,48.3,9,11,30,-2,no
Pittsburgh Penguins,away,5,24,17,4,100.0,1.0,1.0,47.4,5,6,7,3,yes
New Jersey Devils,home,2,30,17,2,0.0,0.0,2.0,52.6,5,12,12,-3,no
New York Rangers,away,2,26,10,8,0.0,0.0,3.0,41.5,2,10,21,-1,no
New York Islanders,home,3,32,13,8,33.3,1.0,3.0,58.5,1,7,27,1,yes
Buffalo Sabres,away,5,31,12,4,0.0,0.0,3.0,44.6,6,11,21,2,yes
Philadelphia Flyers,home,3,43,15,8,100.0,1.0,1.0,55.4,8,9,17,-2,no
Boston Bruins,away,1,25,21,12,0.0,0.0,1.0,37.8,7,4,33,-1,no
Washington Capitals,home,2,32,10,12,0.0,0.0,1.0,62.2,8,9,39,1,yes
Minnesota Wild,away,2,30,23,8,50.0,1.0,2.0,45.3,6,10,16,-1,no
St. Louis Blues,home,3,30,17,6,33.3,1.0,3.0,54.7,9,5,13,1,yes
Arizona Coyotes,away,0,14,14,6,0.0,0.0,1.0,34.7,9,0,38,-1,no
Vegas Golden Knights,home,1,29,16,4,0.0,0.0,2.0,65.3,4,9,29,1,yes
Colorado Avalanche,away,4,37,12,25,25.0,1.0,4.0,50.0,6,8,20,3,yes
Anaheim Ducks,home,1,25,19,29,0.0,0.0,2.0,50.0,3,12,24,-3,no
Detroit Red Wings,away,3,30,17,8,20.0,1.0,5.0,41.9,1,8,29,2,yes
Carolina Hurricanes,home,1,38,6,10,0.0,0.0,4.0,58.1,2,10,30,-2,no
Chicago Blackhawks,away,4,34,12,0,33.3,1.0,3.0,57.1,4,6,14,1,yes
Columbus Blue Jackets,home,3,33,9,16,0.0,0.0,0.0,42.9,9,14,20,-1,no
Tampa Bay Lightning,away,2,23,2,8,50.0,1.0,2.0,30.9,4,9,14,-5,no
Nashville Predators,home,7,22,17,6,0.0,0.0,3.0,69.1,7,12,19,5,yes
Toronto Maple Leafs,away,2,25,13,4,0.0,0.0,2.0,51.0,3,9,33,-2,no
Montréal Canadiens,home,4,25,18,4,50.0,1.0,2.0,49.0,6,18,32,2,yes
Winnipeg Jets,away,2,26,9,11,20.0,1.0,5.0,62.0,3,12,24,-2,no
Ottawa Senators,home,4,24,22,17,50.0,1.0,2.0,38.0,7,8,25,2,yes
Vancouver Canucks,away,3,25,17,8,0.0,0.0,5.0,47.1,8,16,13,-1,no
Edmonton Oilers,home,4,34,15,10,50.0,2.0,4.0,52.9,7,12,18,1,yes
Vegas Golden Knights,away,4,41,16,8,50.0,1.0,2.0,49.1,4,4,14,2,yes
Los Angeles Kings,home,2,28,12,4,0.0,0.0,4.0,50.9,3,7,14,-2,no
Anaheim Ducks,away,4,21,16,10,0.0,0.0,2.0,44.6,9,1,23,4,yes
San Jose Sharks,home,0,46,7,4,0.0,0.0,5.0,55.4,11,5,33,-4,no
New York Islanders,away,1,23,19,10,0.0,0.0,3.0,50.0,10,13,34,-3,no
Boston Bruins,home,4,45,7,6,20.0,1.0,5.0,50.0,9,11,23,3,yes
New York Rangers,away,3,20,15,14,0.0,0.0,0.0,40.5,10,6,16,3,yes
New Jersey Devils,home,0,27,8,10,0.0,0.0,2.0,59.5,4,8,19,-3,no
Buffalo Sabres,away,1,23,14,2,50.0,1.0,2.0,48.7,5,10,17,-2,no
Washington Capitals,home,3,21,7,4,100.0,1.0,1.0,51.3,8,11,22,2,yes
Philadelphia Flyers,away,3,22,14,10,25.0,1.0,4.0,64.7,4,5,32,-1,no
Pittsburgh Penguins,home,4,27,12,12,66.7,2.0,3.0,35.3,8,9,35,1,yes
Calgary Flames,away,3,28,10,9,50.0,1.0,2.0,44.0,7,14,21,1,yes
Toronto Maple Leafs,home,2,26,11,9,0.0,0.0,2.0,56.0,8,19,23,-1,no
Florida Panthers,away,3,31,14,8,25.0,1.0,4.0,41.2,5,8,14,1,yes
Dallas Stars,home,2,26,15,10,0.0,0.0,3.0,58.8,2,16,18,-1,no
Calgary Flames,away,4,34,26,4,0.0,0.0,1.0,60.0,7,5,22,3,yes
Montréal Canadiens,home,1,27,22,2,0.0,0.0,2.0,40.0,2,13,39,-3,no
Winnipeg Jets,away,3,35,9,10,33.3,1.0,3.0,53.7,3,10,36,1,yes
Ottawa Senators,home,2,29,10,6,20.0,1.0,5.0,46.3,7,15,32,-1,no
Vancouver Canucks,away,4,41,6,6,0.0,0.0,2.0,44.9,12,12,14,3,yes
Edmonton Oilers,home,1,32,16,4,0.0,0.0,3.0,55.1,4,16,20,-3,no
Vegas Golden Knights,away,6,32,7,2,0.0,0.0,1.0,53.6,3,8,16,4,yes
Los Angeles Kings,home,2,22,17,2,100.0,1.0,1.0,46.4,2,5,27,-4,no
Anaheim Ducks,away,4,27,11,18,25.0,1.0,4.0,45.0,13,6,21,3,yes
San Jose Sharks,home,1,28,17,20,0.0,0.0,3.0,55.0,12,14,36,-3,no
New Jersey Devils,away,0,16,7,4,0.0,0.0,3.0,53.3,6,9,11,-4,no
New York Rangers,home,4,33,20,6,0.0,0.0,2.0,46.7,7,10,17,4,yes
Buffalo Sabres,away,5,30,14,8,0.0,0.0,2.0,38.8,8,5,13,3,yes
Washington Capitals,home,2,29,10,6,0.0,0.0,3.0,61.2,5,15,28,-3,no
Nashville Predators,away,1,20,7,10,0.0,0.0,4.0,51.7,5,8,32,-3,no
Carolina Hurricanes,home,4,29,11,12,33.3,1.0,3.0,48.3,9,19,32,3,yes
Florida Panthers,away,2,38,11,4,0.0,0.0,3.0,66.0,3,0,26,-1,no
Tampa Bay Lightning,home,3,19,7,6,50.0,1.0,2.0,34.0,7,1,35,1,yes
Philadelphia Flyers,away,1,27,13,6,0.0,0.0,3.0,51.5,5,6,25,0,no
Pittsburgh Penguins,home,1,32,6,6,0.0,0.0,3.0,48.5,9,9,16,0,no
Chicago Blackhawks,away,1,25,6,2,0.0,0.0,3.0,38.1,5,4,9,-3,no
Detroit Red Wings,home,4,28,24,6,0.0,0.0,1.0,61.9,5,8,19,3,yes
Winnipeg Jets,away,5,24,15,8,66.7,2.0,3.0,42.6,9,10,32,3,yes
Toronto Maple Leafs,home,2,33,12,6,0.0,0.0,4.0,57.4,12,17,15,-3,no
Columbus Blue Jackets,away,1,18,19,2,0.0,0.0,1.0,34.0,0,9,20,-3,no
Dallas Stars,home,4,31,8,2,0.0,0.0,1.0,66.0,6,9,17,3,yes
St. Louis Blues,away,4,27,18,6,50.0,1.0,2.0,47.9,1,3,12,3,yes
Arizona Coyotes,home,1,25,14,4,0.0,0.0,3.0,52.1,1,4,25,-3,no
New York Islanders,away,0,25,11,6,0.0,0.0,5.0,50.9,12,12,32,-3,no
Boston Bruins,home,3,28,9,10,0.0,0.0,3.0,49.1,11,3,26,3,yes
Calgary Flames,away,1,29,22,6,0.0,0.0,2.0,53.2,2,10,18,-1,no
Montréal Canadiens,home,2,20,22,6,0.0,0.0,2.0,46.8,4,30,30,1,yes
San Jose Sharks,away,2,22,11,6,0.0,0.0,1.0,39.1,6,4,22,-1,no
Minnesota Wild,home,3,18,14,2,0.0,0.0,3.0,60.9,5,10,12,1,yes
Los Angeles Kings,away,0,18,13,8,0.0,0.0,2.0,39.3,5,2,9,-6,no
Colorado Avalanche,home,6,37,15,4,25.0,1.0,4.0,60.7,7,4,10,6,yes
Vegas Golden Knights,away,4,51,11,4,0.0,0.0,4.0,50.0,7,9,14,4,yes
Anaheim Ducks,home,0,16,17,8,0.0,0.0,2.0,50.0,6,12,26,-4,no
Pittsburgh Penguins,away,3,41,14,2,50.0,1.0,2.0,46.7,4,6,13,1,yes
Buffalo Sabres,home,2,30,12,4,100.0,1.0,1.0,53.3,5,4,12,-1,no
New Jersey Devils,away,3,33,13,10,0.0,0.0,3.0,59.6,8,7,26,-3,no
New York Rangers,home,6,30,17,10,66.7,2.0,3.0,40.4,3,12,19,3,yes
Washington Capitals,away,6,41,12,8,40.0,2.0,5.0,39.3,5,5,17,3,yes
Philadelphia Flyers,home,3,25,15,10,25.0,1.0,4.0,60.7,4,9,24,-3,no
Nashville Predators,away,1,28,20,4,0.0,0.0,2.0,45.3,7,15,30,-2,no
Carolina Hurricanes,home,3,48,17,4,0.0,0.0,2.0,54.7,3,13,28,2,yes
Florida Panthers,away,5,32,14,4,33.3,1.0,3.0,42.6,4,2,22,2,yes
Tampa Bay Lightning,home,3,31,9,6,0.0,0.0,2.0,57.4,3,4,25,-2,no
Chicago Blackhawks,away,4,27,15,12,0.0,0.0,2.0,47.3,7,4,15,4,yes
Detroit Red Wings,home,0,29,12,4,0.0,0.0,6.0,52.7,2,14,11,-4,no
Edmonton Oilers,away,3,25,12,6,33.3,2.0,6.0,43.5,9,12,30,3,yes
Winnipeg Jets,home,0,26,17,12,0.0,0.0,3.0,56.5,3,9,43,-3,no
Toronto Maple Leafs,away,2,39,13,2,25.0,1.0,4.0,53.1,6,5,13,-1,no
Vancouver Canucks,home,3,24,23,19,0.0,0.0,1.0,46.9,4,7,11,1,yes
San Jose Sharks,away,2,28,11,8,0.0,0.0,2.0,58.0,8,2,22,-3,no
Minnesota Wild,home,5,28,10,4,25.0,1.0,4.0,42.0,8,10,17,3,yes
Columbus Blue Jackets,away,1,22,16,18,0.0,0.0,1.0,36.1,2,14,21,-4,no
Dallas Stars,home,5,32,13,4,0.0,0.0,3.0,63.9,3,10,16,4,yes
St. Louis Blues,away,2,22,11,6,100.0,1.0,1.0,56.6,4,7,30,-1,no
Arizona Coyotes,home,3,29,24,2,33.3,1.0,3.0,43.4,9,5,17,1,yes
Washington Capitals,away,3,33,9,21,33.3,2.0,6.0,45.5,14,6,33,-3,no
Boston Bruins,home,6,28,12,14,0.0,0.0,3.0,54.5,11,2,28,3,yes
New York Rangers,away,5,25,13,2,40.0,2.0,5.0,42.9,13,3,16,2,yes
New Jersey Devils,home,3,30,13,20,0.0,0.0,1.0,57.1,9,12,8,-2,no
New York Islanders,away,1,28,16,2,0.0,0.0,2.0,40.4,5,9,29,1,yes
Philadelphia Flyers,home,0,30,11,4,0.0,0.0,1.0,59.6,12,6,27,-1,no
Los Angeles Kings,away,1,22,23,9,0.0,0.0,2.0,61.8,5,0,13,-4,no
Colorado Avalanche,home,5,43,13,19,0.0,0.0,2.0,38.2,7,2,8,4,yes
Vegas Golden Knights,away,5,29,20,8,33.3,1.0,3.0,43.9,5,9,15,3,yes
Anaheim Ducks,home,2,35,11,6,0.0,0.0,4.0,56.1,4,10,22,-3,no
Carolina Hurricanes,away,2,27,14,11,33.3,1.0,3.0,52.2,3,0,30,-1,no
Tampa Bay Lightning,home,3,36,10,13,50.0,1.0,2.0,47.8,4,4,32,1,yes
Columbus Blue Jackets,away,2,36,8,21,0.0,0.0,2.0,37.3,10,8,24,-2,no
Florida Panthers,home,4,39,15,31,0.0,0.0,2.0,62.7,17,20,25,2,yes
Ottawa Senators,away,4,20,14,13,50.0,1.0,2.0,42.3,7,9,15,2,yes
Calgary Flames,home,2,28,12,9,0.0,0.0,4.0,57.7,7,18,23,-2,no
Montréal Canadiens,away,1,23,12,8,0.0,0.0,2.0,47.2,5,11,28,-3,no
Edmonton Oilers,home,4,36,14,4,0.0,0.0,4.0,52.8,6,15,39,3,yes
Toronto Maple Leafs,away,3,40,12,4,50.0,1.0,2.0,45.5,7,6,21,-3,no
Vancouver Canucks,home,6,29,14,4,50.0,1.0,2.0,54.5,7,2,11,3,yes
Detroit Red Wings,away,2,22,17,4,0.0,0.0,1.0,42.9,2,8,15,0,no
Dallas Stars,home,2,36,12,2,50.0,1.0,2.0,57.1,10,15,18,0,no
Minnesota Wild,away,5,24,14,2,66.7,2.0,3.0,31.5,6,5,24,3,yes
Arizona Coyotes,home,2,24,10,6,0.0,0.0,1.0,68.5,7,13,45,-3,no
San Jose Sharks,away,2,31,16,10,0.0,0.0,2.0,47.5,5,3,30,0,no
Vegas Golden Knights,home,2,40,22,4,40.0,2.0,5.0,52.5,10,3,26,0,no
Washington Capitals,away,8,33,9,13,50.0,3.0,6.0,46.2,17,9,13,7,yes
Boston Bruins,home,1,35,5,17,25.0,1.0,4.0,53.8,6,5,25,-7,no
Pittsburgh Penguins,away,2,36,13,8,0.0,0.0,2.0,45.9,6,6,13,-2,no
Buffalo Sabres,home,4,29,11,4,25.0,1.0,4.0,54.1,5,8,22,2,yes
Philadelphia Flyers,away,4,30,8,9,0.0,0.0,2.0,55.7,6,8,15,-2,no
New Jersey Devils,home,6,27,18,9,100.0,2.0,2.0,44.3,7,13,21,2,yes
New York Rangers,away,1,26,16,6,0.0,0.0,2.0,34.9,4,9,22,-5,no
New York Islanders,home,6,28,25,4,33.3,1.0,3.0,65.1,3,12,13,5,yes
Carolina Hurricanes,away,4,36,11,9,0.0,0.0,3.0,47.5,1,0,28,3,yes
Tampa Bay Lightning,home,1,27,13,11,0.0,0.0,2.0,52.5,3,3,34,-3,no
Columbus Blue Jackets,away,1,34,6,9,100.0,1.0,1.0,41.5,7,8,29,-4,no
Florida Panthers,home,5,33,7,7,0.0,0.0,2.0,58.5,10,9,27,4,yes
Ottawa Senators,away,1,20,9,4,0.0,0.0,3.0,57.4,9,17,13,-5,no
Calgary Flames,home,6,36,6,8,100.0,1.0,1.0,42.6,10,23,21,5,yes
Montréal Canadiens,away,4,31,22,13,25.0,1.0,4.0,35.8,17,10,46,1,yes
Edmonton Oilers,home,3,25,8,13,25.0,1.0,4.0,64.2,8,10,41,-1,no
Detroit Red Wings,away,2,26,9,11,0.0,0.0,2.0,55.6,3,10,14,-3,no
Dallas Stars,home,5,24,20,11,0.0,0.0,2.0,44.4,5,7,21,3,yes
St. Louis Blues,away,2,27,16,12,20.0,1.0,5.0,49.1,6,3,18,-1,no
Colorado Avalanche,home,3,39,17,10,33.3,2.0,6.0,50.9,5,1,17,1,yes
Anaheim Ducks,away,1,25,2,11,0.0,0.0,4.0,44.8,7,3,25,-3,no
Los Angeles Kings,home,4,22,14,13,0.0,0.0,3.0,55.2,1,8,15,3,yes
Nashville Predators,away,4,40,22,8,0.0,0.0,2.0,57.7,11,13,36,-1,no
Chicago Blackhawks,home,5,30,13,4,0.0,0.0,4.0,42.3,8,11,29,1,yes
Toronto Maple Leafs,away,5,33,17,4,0.0,0.0,1.0,44.4,2,9,20,2,yes
Winnipeg Jets,home,3,37,9,2,0.0,0.0,2.0,55.6,2,7,29,-2,no
Minnesota Wild,away,4,23,19,4,0.0,0.0,1.0,48.3,0,8,30,3,yes
Arizona Coyotes,home,1,40,5,2,50.0,1.0,2.0,51.7,6,7,33,-3,no
San Jose Sharks,away,2,33,19,8,0.0,0.0,3.0,57.6,7,3,39,-3,no
Vegas Golden Knights,home,5,40,21,8,33.3,1.0,3.0,42.4,9,9,28,3,yes
Boston Bruins,away,5,38,12,12,0.0,0.0,2.0,49.1,3,7,17,4,yes
Buffalo Sabres,home,1,30,9,6,0.0,0.0,5.0,50.9,7,6,18,-4,no
Washington Capitals,away,0,28,7,4,0.0,0.0,3.0,51.2,2,8,25,0,no
New York Islanders,home,0,26,17,6,0.0,0.0,2.0,48.8,0,13,22,0,no
Columbus Blue Jackets,away,1,25,15,6,100.0,1.0,1.0,34.5,2,2,25,-2,no
Tampa Bay Lightning,home,3,28,4,2,0.0,0.0,3.0,65.5,5,1,26,2,yes
Carolina Hurricanes,away,4,29,24,27,33.3,1.0,3.0,45.3,7,7,18,2,yes
Florida Panthers,home,2,34,8,15,11.1,1.0,9.0,54.7,9,20,28,-2,no
New Jersey Devils,away,1,31,10,2,0.0,0.0,4.0,46.5,5,3,29,-4,no
Pittsburgh Penguins,home,5,23,10,8,0.0,0.0,1.0,53.5,6,6,25,4,yes
Dallas Stars,away,3,46,7,2,50.0,2.0,4.0,50.8,1,2,19,-4,no
Detroit Red Wings,home,7,23,20,8,0.0,0.0,1.0,49.2,3,9,22,4,yes
Colorado Avalanche,away,4,29,27,10,20.0,1.0,5.0,45.5,4,4,12,2,yes
St. Louis Blues,home,2,27,11,10,20.0,1.0,5.0,54.5,6,4,16,-2,no
Montréal Canadiens,away,2,20,6,2,0.0,0.0,1.0,38.6,12,6,22,-2,no
Calgary Flames,home,4,31,8,2,100.0,1.0,1.0,61.4,11,11,14,2,yes
Ottawa Senators,away,3,25,19,17,50.0,2.0,4.0,35.5,5,2,28,3,yes
Vancouver Canucks,home,0,31,13,27,0.0,0.0,4.0,64.5,1,6,24,-3,no
Boston Bruins,away,4,40,7,8,0.0,0.0,1.0,54.5,1,8,9,-2,no
Buffalo Sabres,home,6,34,17,4,66.7,2.0,3.0,45.5,8,3,13,2,yes
Philadelphia Flyers,away,1,27,11,9,0.0,0.0,2.0,59.6,5,11,19,-3,no
New York Rangers,home,4,24,15,9,50.0,1.0,2.0,40.4,9,15,26,3,yes
Nashville Predators,away,3,28,14,2,0.0,0.0,2.0,56.6,11,8,43,2,yes
Chicago Blackhawks,home,1,30,20,4,0.0,0.0,1.0,43.4,12,11,36,-2,no
Toronto Maple Leafs,away,2,36,5,2,0.0,0.0,2.0,52.2,3,10,16,-2,no
Winnipeg Jets,home,4,24,11,4,0.0,0.0,1.0,47.8,7,12,27,2,yes
Arizona Coyotes,away,3,23,16,8,66.7,2.0,3.0,37.5,2,2,25,1,yes
Los Angeles Kings,home,2,42,6,6,25.0,1.0,4.0,62.5,1,9,10,-1,no
Minnesota Wild,away,6,34,12,11,33.3,1.0,3.0,50.7,8,11,15,4,yes
San Jose Sharks,home,2,33,9,11,0.0,0.0,3.0,49.3,8,6,21,-4,no
Washington Capitals,away,6,30,12,4,0.0,0.0,1.0,49.1,4,13,28,3,yes
New York Islanders,home,3,24,12,2,100.0,2.0,2.0,50.9,3,13,36,-3,no
Carolina Hurricanes,away,3,19,15,8,20.0,1.0,5.0,62.5,3,9,34,-1,no
Florida Panthers,home,4,36,13,10,0.0,0.0,4.0,37.5,10,11,27,1,yes
New Jersey Devils,away,2,36,8,7,0.0,0.0,2.0,39.0,7,3,29,-2,no
Pittsburgh Penguins,home,4,37,9,9,100.0,1.0,1.0,61.0,8,9,26,2,yes
Dallas Stars,away,2,52,8,2,0.0,0.0,4.0,61.4,3,4,16,1,yes
Detroit Red Wings,home,1,17,18,8,0.0,0.0,1.0,38.6,1,7,15,-1,no
Colorado Avalanche,away,3,31,9,8,40.0,2.0,5.0,45.3,8,10,17,-2,no
St. Louis Blues,home,5,30,16,10,25.0,1.0,4.0,54.7,6,16,28,2,yes
Toronto Maple Leafs,away,4,37,11,20,0.0,0.0,4.0,49.0,3,9,18,3,yes
Winnipeg Jets,home,1,26,12,22,0.0,0.0,3.0,51.0,5,11,28,-3,no
Montréal Canadiens,away,2,32,4,6,25.0,1.0,4.0,51.6,6,7,22,-3,no
Calgary Flames,home,5,34,15,10,0.0,0.0,2.0,48.4,3,13,16,3,yes
Ottawa Senators,away,2,28,9,13,0.0,0.0,6.0,31.5,3,1,17,-2,no
Vancouver Canucks,home,4,34,19,17,25.0,1.0,4.0,68.5,6,6,19,2,yes
Arizona Coyotes,away,4,40,23,6,50.0,1.0,2.0,57.9,3,2,38,4,yes
Los Angeles Kings,home,0,26,13,6,0.0,0.0,2.0,42.1,1,7,22,-4,no
Minnesota Wild,away,6,26,9,0,33.3,1.0,3.0,42.6,7,7,12,3,yes
San Jose Sharks,home,3,30,16,6,0.0,0.0,0.0,57.4,7,8,26,-3,no
Buffalo Sabres,away,3,34,3,6,25.0,1.0,4.0,54.2,8,4,13,-3,no
New York Rangers,home,6,29,11,8,66.7,2.0,3.0,45.8,11,16,27,3,yes
New York Islanders,away,2,20,17,4,0.0,0.0,1.0,35.4,9,3,26,1,yes
Philadelphia Flyers,home,1,37,14,2,0.0,0.0,2.0,64.6,7,11,24,-1,no
Columbus Blue Jackets,away,3,22,14,8,0.0,0.0,1.0,50.0,4,5,17,-1,no
Tampa Bay Lightning,home,4,34,10,2,25.0,1.0,4.0,50.0,5,4,16,1,yes
Boston Bruins,away,0,30,14,2,0.0,0.0,0.0,48.2,6,7,33,-1,no
Pittsburgh Penguins,home,1,29,8,0,0.0,0.0,1.0,51.8,8,11,33,1,yes
Florida Panthers,away,1,40,5,6,0.0,0.0,2.0,45.3,3,7,14,-3,no
Nashville Predators,home,4,27,13,6,50.0,1.0,2.0,54.7,10,17,18,3,yes
Vancouver Canucks,away,1,26,14,7,0.0,0.0,1.0,58.7,5,10,25,-1,no
Ottawa Senators,home,2,27,11,7,0.0,0.0,1.0,41.3,3,14,34,1,yes
Edmonton Oilers,away,6,30,18,4,0.0,0.0,1.0,50.0,9,9,29,5,yes
Winnipeg Jets,home,1,37,16,2,50.0,1.0,2.0,50.0,12,7,32,-5,no
Montréal Canadiens,away,2,24,10,6,33.3,1.0,3.0,47.9,6,5,11,1,yes
Calgary Flames,home,1,22,14,6,33.3,1.0,3.0,52.1,8,13,17,-1,no
St. Louis Blues,away,5,21,19,22,50.0,1.0,2.0,47.5,6,8,16,1,yes
Minnesota Wild,home,4,30,9,14,0.0,0.0,1.0,52.5,8,7,21,-1,no
Carolina Hurricanes,away,3,32,8,2,0.0,0.0,2.0,42.1,6,12,18,-1,no
Dallas Stars,home,4,31,17,4,100.0,1.0,1.0,57.9,7,17,24,1,yes
Colorado Avalanche,away,2,21,19,8,0.0,0.0,2.0,42.3,7,2,49,1,yes
Vegas Golden Knights,home,1,37,17,6,0.0,0.0,3.0,57.7,21,6,45,-1,no
Anaheim Ducks,away,1,22,11,4,0.0,0.0,1.0,48.9,5,5,26,-3,no
Los Angeles Kings,home,4,25,12,2,0.0,0.0,2.0,51.1,4,4,19,3,yes
Arizona Coyotes,away,4,25,11,10,0.0,0.0,3.0,56.4,9,10,35,-2,no
San Jose Sharks,home,6,34,11,8,0.0,0.0,4.0,43.6,7,4,19,2,yes
New York Islanders,away,2,34,10,8,0.0,0.0,4.0,41.4,8,14,19,0,no
New Jersey Devils,home,2,31,7,10,33.3,1.0,3.0,58.6,9,13,22,0,no
Buffalo Sabres,away,1,37,7,11,50.0,1.0,2.0,50.0,8,9,13,-2,no
New York Rangers,home,3,41,16,9,33.3,1.0,3.0,50.0,6,8,25,2,yes
Washington Capitals,away,3,27,11,8,0.0,0.0,1.0,44.2,6,8,24,2,yes
Philadelphia Flyers,home,1,37,14,4,0.0,0.0,4.0,55.8,4,5,14,-2,no
Boston Bruins,away,3,31,21,11,0.0,0.0,1.0,56.7,6,3,50,2,yes
Pittsburgh Penguins,home,1,26,7,7,0.0,0.0,3.0,43.3,10,5,25,-2,no
Detroit Red Wings,away,0,41,16,6,0.0,0.0,1.0,52.0,7,5,16,0,no
Columbus Blue Jackets,home,0,33,6,4,0.0,0.0,2.0,48.0,9,6,11,0,no
Tampa Bay Lightning,away,7,30,18,24,25.0,1.0,4.0,49.2,13,10,30,3,yes
Chicago Blackhawks,home,4,40,9,28,14.3,1.0,7.0,50.8,10,9,26,-3,no
Florida Panthers,away,7,55,4,4,60.0,3.0,5.0,55.4,2,8,13,3,yes
Nashville Predators,home,4,30,13,10,0.0,0.0,2.0,44.6,1,6,17,-3,no
Carolina Hurricanes,away,5,30,13,6,66.7,2.0,3.0,45.5,5,5,25,4,yes
Dallas Stars,home,1,28,17,6,0.0,0.0,3.0,54.5,5,14,19,-4,no
Toronto Maple Leafs,away,4,29,20,4,33.3,1.0,3.0,34.0,6,11,24,3,yes
Montréal Canadiens,home,1,33,9,6,0.0,0.0,2.0,66.0,8,13,29,-3,no
Vancouver Canucks,away,3,22,15,16,0.0,0.0,2.0,48.0,7,14,23,-3,no
Ottawa Senators,home,6,33,12,14,0.0,0.0,3.0,52.0,10,11,21,3,yes
Edmonton Oilers,away,3,27,13,2,66.7,2.0,3.0,46.4,10,8,24,2,yes
Winnipeg Jets,home,1,30,20,6,0.0,0.0,1.0,53.6,9,9,38,-2,no
St. Louis Blues,away,4,32,11,2,100.0,2.0,2.0,51.8,9,6,17,1,yes
Minnesota Wild,home,3,29,12,4,0.0,0.0,1.0,48.2,7,8,26,-1,no
Colorado Avalanche,away,2,37,9,8,0.0,0.0,4.0,50.9,6,11,34,-3,no
Vegas Golden Knights,home,5,26,14,8,25.0,1.0,4.0,49.1,15,7,16,3,yes
Anaheim Ducks,away,3,22,16,10,0.0,0.0,2.0,48.9,3,7,28,1,yes
Los Angeles Kings,home,2,30,7,4,20.0,1.0,5.0,51.1,3,8,12,-1,no
Arizona Coyotes,away,2,30,11,8,0.0,0.0,4.0,54.4,8,4,24,-2,no
San Jose Sharks,home,4,31,15,8,0.0,0.0,4.0,45.6,10,8,14,2,yes
Buffalo Sabres,away,2,31,7,6,0.0,0.0,2.0,41.4,10,8,30,-3,no
Boston Bruins,home,5,40,9,6,50.0,1.0,2.0,58.6,6,10,24,3,yes
Philadelphia Flyers,away,3,24,12,13,50.0,1.0,2.0,60.0,7,6,19,-2,no
New Jersey Devils,home,5,19,15,9,50.0,2.0,4.0,40.0,8,13,14,2,yes
New York Islanders,away,4,27,17,6,50.0,1.0,2.0,64.0,7,5,23,4,yes
New York Rangers,home,0,25,12,6,0.0,0.0,2.0,36.0,6,12,26,-4,no
Pittsburgh Penguins,away,5,35,14,6,0.0,0.0,3.0,50.7,9,9,14,1,yes
Washington Capitals,home,4,37,14,6,33.3,1.0,3.0,49.3,8,9,32,-1,no
Detroit Red Wings,away,1,17,17,6,0.0,0.0,1.0,50.9,3,18,20,-2,no
Carolina Hurricanes,home,3,32,7,2,0.0,0.0,3.0,49.1,3,17,24,2,yes
Florida Panthers,away,4,39,11,4,25.0,1.0,4.0,50.0,10,13,40,1,yes
Chicago Blackhawks,home,3,27,13,8,0.0,0.0,2.0,50.0,9,13,36,-1,no
Dallas Stars,away,2,26,10,7,0.0,0.0,3.0,50.0,5,8,22,0,no
Nashville Predators,home,2,20,7,11,0.0,0.0,1.0,50.0,6,10,33,0,no
Calgary Flames,away,3,30,15,8,0.0,0.0,1.0,51.7,10,16,35,2,yes
Edmonton Oilers,home,1,31,19,4,0.0,0.0,3.0,48.3,11,16,19,-2,no
Minnesota Wild,away,0,31,5,2,0.0,0.0,3.0,46.5,12,25,32,-4,no
St. Louis Blues,home,4,27,5,8,0.0,0.0,0.0,53.5,9,24,38,4,yes
Winnipeg Jets,away,3,22,17,6,0.0,0.0,2.0,59.3,5,17,27,-2,no
Montréal Canadiens,home,5,35,11,4,66.7,2.0,3.0,40.7,3,18,27,2,yes
Vancouver Canucks,away,1,16,15,5,50.0,1.0,2.0,55.3,8,17,19,-3,no
Toronto Maple Leafs,home,4,24,16,9,0.0,0.0,0.0,44.7,15,16,18,3,yes
